Int_ID,Global_ID,Sample_ID,Sample_Description,Oil_Field,Facility_Name,County,Sampling_Date,Link,Source_Type,Detect_Limit,Datum,Latitude,Longitude,Geography_Description,Alkalinity_CaCO3,HCO3Alk_CaCO3,CO3Alk_CaCO3,OHAlk_CaCO3,Hardness_CaCO3,Specific_Conductance,TDS,Temp_C,pH,HCO3,CO3,OH,Br,Cl,SO4,Ca,Mg,K,Na,B,As,Ba,Fe,Mn,Se,Sr,Deuterium,Oxygen_18,NH3,NH4,NO3,Oil_Grease
1311,T10000006760,LH2 EHP (1720235-02),Lost Hills 2 Emergency Holding Pond (Pond 1),LOST HILLS,"LOST HILLS OIL FIELD, LOST HILLS TWO LEASE",Kern,7/24/2017,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F3583676993%2F2017-11-2%2C%20Aera%20Energy%20Lost%20Hills%202%2C%20Addendum%20to%20the%20Technical%20Report%20for%20General%20Order%20Two.pdf,PDF,MDL,NAD 83,35.64968,-119.74438,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),970,970,<8.2,<8.2,,23900,15000,,6.75,1183.4,<4.92,<2.79,,8300,21,320,160,200,4700,74,64,3.2,4.2,520,110,6.3,-46.9,-3.69,,,<1.86,6.6
1312,T10000006759,LH1 Sand Basin (1720235-03),Lost Hills 1 Sand Basin,LOST HILLS,"LOST HILLS OIL FIELD, LOST HILLS ONE LEASE",Kern,7/24/2017,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8372342765/2017-11-2%2C%20Aera%20Energy%20Lost%20Hills%201%2C%20Addendum%20to%20the%20Technical%20Report%20for%20General%20Order%20Two.pdf,PDF,MDL,NAD 83,35.61329,-119.72444,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),3000,3000,<8.2,<8.2,,22900,14000,,6.92,3660,<4.92,<2.79,,6900,15,130,88,150,4900,51,20,4.2,76,1200,37,3.3,-44.8,-4.22,,,<4.43,3700
1313,WDR100035369,RKW141007-1 (AG10028-01),Drain sample,JASMIN ,"JASMIN, CANTLEBERRY LEASE",Kern,7/10/2014,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/riobravo/2016_0225_riobravo_13267_p1.pdf,PDF,MDL,NAD 83,35.74387,-119.04711,CENTROID OF SUMP AREA,200,,,,26,730,500,,,250,<0.23,<0.23,,59,85,10,0.034,1.4,150,1.1,,,0.065,8.6,,,,,,,3.5,
1314,WDR100032233,Sec. 29 (0404104-001A),wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET, S.P. SECTION 29",Kern,4/8/2004,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2869094669/2003-2004%20MRP%20Rpt.pdf,PDF,DLR,NAD 83,35.12128,-119.41277,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),,,,,,49000,34000,,,,,,,19000,,,,,,49,,,,,,,,,,,,
1315,WDR100032233,SP 29 (1405087-01),wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET, S.P. SECTION 29",Kern,5/8/2014,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/7741180896/2013-2014%20MRP%20Rpt.pdf,PDF,PQL,NAD 83,35.12128,-119.41277,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),,,,,,52000,39000,,,,,,,21000,,,,,,53,,,,,,,,,,,,
1316,WDR100032233,Water SP29-R5-2002-0194 (1305278-01),wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET, S.P. SECTION 29",Kern,5/21/2013,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/6169131219/2012-2013%20MRP%20Rpt.pdf,PDF,PQL,NAD 83,35.12128,-119.41277,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),,,,,,52000,31000,,,,,,,21000,,,,,,50,,,,,,,,,,,,
1317,WDR100032233,Sec 29 (1505047-01),wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET, S.P. SECTION 29",Kern,5/5/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/petro/2016_0225_petro_13267_p3.pdf,PDF,PQL,NAD 83,35.12128,-119.41277,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),280,280,<10,<10,4800,52000,32000,,6.91,341.6,<6.0,<3.4,<1.0,20000,<500,1100,530,110,13000,45,<200,4.3,34,810,<500,16,,,,,<20,
1318,T10000007033,MW-103 (1731199-01),Sample port on the discharge line north of the F305 caustic tank,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SHALE 14 LEASE, AFS DEHYDRATION PLANT",Kern,11/2/2017,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F9454086780%2F2018-03-05%2C%20Aera%20Energy%2C%20AFS%20Dehydration%20Plant%2C%20Technical%20Report%20for%20General%20Order%20Number%20Three.pdf,PDF,MDL,NAD 83,35.23501,-119.57363,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),880,880,<8.2,<8.2,,4960,3500,,7.04,1073.6,<4.92,<2.79,,1100,120,22,12,30,1100,22,<16,0.12,0.091,31,<30,0.4,-69.1,-7.84,,,<0.21,36
1319,T10000008034,Sample 112 Produced Water Secion 32 (3110),wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SECTION 32 LEASE",Kern,5/25/1977,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5981807887/3-31-81_Sec32_T31S_R23E_WaterData.pdf,PDF,DLR,NAD 83,35.186007,-119.531641,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),852,852,,,5358.2,59000,36379,,7.4,1039.4,,,,21842,<5,760,840,210,12000,47.9,,,0.26,70,,,,,,,<0.5,861.5
1320,T10000008034,Getty Oil Company Sec. 32,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SECTION 32 LEASE",Kern,9/18/1979,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5981807887/3-31-81_Sec32_T31S_R23E_WaterData.pdf,PDF,DLR,NAD 83,35.186007,-119.531641,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),717,717,,,5458.3,49250,38518,,7.2,874.9,,,,23364,15,800,840,240,12700,,,,1.8,480,,,,,,120,0.5,
1321,T10000006779,RKW030314-1 (AC03057-01),Water sample – Sump 2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, HOYT LEASE",Kern,3/3/2014,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/2593672037/NOV%5FMacphersonOC%5FHoyt%5F4%2D8%2D14%2Epdf,PDF,MDL,NAD 83,35.056896,-119.379911,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),2000,,,,550,26000,13000,,,2400,15,<0.23,,7200,77,66,93,190,5200,97,,,0.96,31,,,,,,,7.8,
1322,T10000006779,RKW030314-2 (AC03057-02),Water sample – Sump 3,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, HOYT LEASE",Kern,3/3/2014,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/2593672037/NOV%5FMacphersonOC%5FHoyt%5F4%2D8%2D14%2Epdf,PDF,MDL,NAD 83,35.056896,-119.379911,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),470,,,,210,16000,8800,,,370,100,<0.23,,4900,330,28,33,150,3400,60,,,4.2,56,,,,,,,5.5,
1323,T10000006779,RKW030314-3 (AC03057-03),Water sample – Ponded water on lease road,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, HOYT LEASE",Kern,3/3/2014,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/2593672037/NOV%5FMacphersonOC%5FHoyt%5F4%2D8%2D14%2Epdf,PDF,MDL,NAD 83,35.056896,-119.379911,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),320,,,,100,15000,8000,,,200,95,<0.23,,4500,54,30,6.4,140,3000,56,,,1.5,38,,,,,,,10,
1324,T10000007339,Snow G.P. Produced Water (1505260-01),wastewater sample,KERN FRONT,"KERN FRONT, SNOW-G.P. LEASE",Kern,5/18/2015,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/7681305408/------Tetra%20Oil%20Co_Kern%20Front_Snow%20G.P.%20Lease_WDR%20App%208-17-2015.pdf,PDF,PQL,NAD 83,35.50864,-119.04008,SAMPLING LOCATION - DERIVED,240,220,17,<10,2.4,760,460,,,268.4,10.2,<3.4,,96,2.8,0.88,<0.05,<0.50,190,,,,0.35,<20,,,,,,,,
1325,T10000006602,Unlined Sump,Discharge to Unlined Sump 15S/18E-19E MDB&M,RAISIN CITY,"RAISIN CITY OIL FIELD, SURFLUH LEASE",Fresno,12/17/1965,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/7948223292/RaisinCityGWDegradation_1967.pdf,PDF,NA,NAD 83,36.627393,-120.081814,CENTROID OF FACILITY (APPROXIMATE SAMPLING LOCATION),266,266,,,6240,54300,42000,,,324,,,300,23300,0.5,1590,551,307,12200,,,,,,,,,,,,0.4,
1326,T10000006602,AL150402-6 (BB05002-05),Pond wastewater,RAISIN CITY,"RAISIN CITY OIL FIELD, SURFLUH LEASE",Fresno,2/4/2015,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/6833023548/MAR%5F27%5FLONGVIEW%5FAL%2Epdf,PDF,MDL,NAD 83,36.62782,-120.08127,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),150,,,,3700,41000,27000,,,180,<0.23,<0.23,,15000,40,960,320,100,8900,7.7,,,2.6,1500,,,,,,,<0.88,
1327,T10000006602,Longview Surfluh 14 Injection Water Tank (1505349-01),wastewater sample,RAISIN CITY,"RAISIN CITY OIL FIELD, SURFLUH LEASE",Fresno,5/27/2015,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/7779770374/13267_QA%20QC_Aug2015.pdf,PDF,PQL,NAD 83,36.627393,-120.081814,CENTROID OF FACILITY (APPROXIMATE SAMPLING LOCATION),130,130,<10,<10,8500,68000,50000,,6.96,158.6,<6.0,<3.4,120,30000,<500,2100,800,190,14000,11,<200,43,8.3,3100,<500,28,,,,,<20,
1328,T10000009521,KSP130521-1 (3E21031-01),Sample collected from tank adjacent to sump inlet,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, PIKE LEASE",Kern,5/21/2013,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/9319212973/Lab%20data%5F5%2D21%2D2013%20Insp%5FPike%2Epdf,PDF,PQL,NAD 83,35.116101,-119.410399,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),410,,,,,48000,34000,,,500,<0.23,<0.23,,19000,52,620,230,220,9800,64,,,14,190,,,,,,,10,
1329,T10000009521,RW050324-1515 (5C25023-04),Sample collected from tank influent to sump,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, PIKE LEASE",Kern,3/24/2005,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/3576521933/Insp%203%2D24%2D05%20Rpt%2Epdf,PDF,RL,NAD 83,35.116101,-119.410399,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),,,,,,51000,34000,,,,,,,20000,,,,,,71,,,,,,,,,,,,
1330,L10008630999,Maricopa (R7802-54139W),wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,1/10/1991,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/8137749791/1%2D10%2D1991%5FA%5FInsp%5F2%2D5%2D1991%2Epdf,PDF,NA,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),,,,,,,11500,,,,,,,6600,,,,,,66.8,,,,,,,,,,,,
1331,L10007759258,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 1",Kern,1/7/1974,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5697171866/GW%20Beneficial%20Uses%20of%20the%20Misway%20Valley%20Study%20Area_Phase%20II_Vol1of3_Uribe_Jan1992.pdf,PDF,NA,NAD 83,,,,,,,,,,5184,,,,,,,,,,,,,18.5,,,,,,,,,,,,
1332,L10007759258,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 1",Kern,9/21/1984,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5697171866/GW%20Beneficial%20Uses%20of%20the%20Misway%20Valley%20Study%20Area_Phase%20II_Vol1of3_Uribe_Jan1992.pdf,PDF,NA,NAD 83,,,,,,,,,,7662,,,,,,,,,,,,,30,,,,,,,,,,,,
1333,L10007759258,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 1",Kern,3/27/1987,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5697171866/GW%20Beneficial%20Uses%20of%20the%20Misway%20Valley%20Study%20Area_Phase%20II_Vol1of3_Uribe_Jan1992.pdf,PDF,NA,NAD 83,,,,,,,,,,5680,,,,,,,,,,,,,26.9,,,,,,,,,,,,
1334,L10003586624,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,9/21/1984,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5697171866/GW%20Beneficial%20Uses%20of%20the%20Misway%20Valley%20Study%20Area_Phase%20II_Vol1of3_Uribe_Jan1992.pdf,PDF,NA,NAD 83,,,,,,,,,,5647,,,,,,,,,,,,,18.4,,,,,,,,,,,,
1335,L10003586624,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,3/27/1987,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5697171866/GW%20Beneficial%20Uses%20of%20the%20Misway%20Valley%20Study%20Area_Phase%20II_Vol1of3_Uribe_Jan1992.pdf,PDF,NA,NAD 83,,,,,,,,,,6000,,,,,,,,,,,,,16.2,,,,,,,,,,,,
1336,L10009454173,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,9/21/1984,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5697171866/GW%20Beneficial%20Uses%20of%20the%20Misway%20Valley%20Study%20Area_Phase%20II_Vol1of3_Uribe_Jan1992.pdf,PDF,NA,NAD 83,,,,,,,,,,6051,,,,,,,,,,,,,16.8,,,,,,,,,,,,
1337,L10004301387,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 2 (BROAD CREEK 2 NEW)",Kern,9/21/1984,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5697171866/GW%20Beneficial%20Uses%20of%20the%20Misway%20Valley%20Study%20Area_Phase%20II_Vol1of3_Uribe_Jan1992.pdf,PDF,NA,NAD 83,,,,,,,,,,7413,,,,,,,,,,,,,36.4,,,,,,,,,,,,
1338,L10004301387,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 2 (BROAD CREEK 2 NEW)",Kern,4/2/1987,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5697171866/GW%20Beneficial%20Uses%20of%20the%20Misway%20Valley%20Study%20Area_Phase%20II_Vol1of3_Uribe_Jan1992.pdf,PDF,NA,NAD 83,,,,,,,,,,5687,,,,,,,,,,,,,21.5,,,,,,,,,,,,
1339,L10002358017,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, QUALITY FACILITY",Kern,9/21/1984,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5697171866/GW%20Beneficial%20Uses%20of%20the%20Misway%20Valley%20Study%20Area_Phase%20II_Vol1of3_Uribe_Jan1992.pdf,PDF,NA,NAD 83,35.142766,-119.486207,”FACILITY LOCATION - DERIVED”,,,,,,,6705,,,,,,,,,,,,,40,,,,,,,,,,,,
1340,L10002358017,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, QUALITY FACILITY",Kern,4/2/1987,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5697171866/GW%20Beneficial%20Uses%20of%20the%20Misway%20Valley%20Study%20Area_Phase%20II_Vol1of3_Uribe_Jan1992.pdf,PDF,NA,NAD 83,35.142766,-119.486207,”FACILITY LOCATION - DERIVED”,,,,,,,7132,,,,,,,,,,,,,25.3,,,,,,,,,,,,
1341,T10000013268,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,9/21/1984,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5697171866/GW%20Beneficial%20Uses%20of%20the%20Misway%20Valley%20Study%20Area_Phase%20II_Vol1of3_Uribe_Jan1992.pdf,PDF,NA,NAD 83,,,,,,,,,,5721,,,,,,,,,,,,,74,,,,,,,,,,,,
1342,T10000013268,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,4/2/1987,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5697171866/GW%20Beneficial%20Uses%20of%20the%20Misway%20Valley%20Study%20Area_Phase%20II_Vol1of3_Uribe_Jan1992.pdf,PDF,NA,NAD 83,,,,,,,,,,6610,,,,,,,,,,,,,53.3,,,,,,,,,,,,
1343,L10008630999,MW1 (23877),initial distribution/settlement pond,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,6/26/1997,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/6731383383/6%2D26%2D1997%5FA%5FInsp%5F8%2D29%2D1997%2Epdf,PDF,DLR,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),,,,,,2600,,,,,,,,8700,,,,,,72,,,,,,,,,,,,
1344,L10008630999,MW2 (23877),last disposal pond,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,6/26/1997,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/6731383383/6%2D26%2D1997%5FA%5FInsp%5F8%2D29%2D1997%2Epdf,PDF,DLR,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,L10008630999,MW1 Mancepa West (R17153-06376W A-B),initial distribution/settlement pond,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,5/5/1994,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/8192806422/5%2D5%2D94%5FSamples%5F5%2D24%2D94%2Epdf,PDF,DL,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),,,,,,,,,,,,,,9100,,,,,,89.3,,,,,,,,,,,,
1346,L10008630999,MW2 Mancepa West (R17153-06392W),last disposal pond,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,5/5/1994,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/8192806422/5%2D5%2D94%5FSamples%5F5%2D24%2D94%2Epdf,PDF,DL,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),,,,,,,,,,,,,,10600,,,,,,86.4,,,,,,,,,,,,
1347,L10008630999,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,8/30/1963,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9455128550/Maricopa%20W_Phase%20II%20HydroGeo%203of3%20%20June%201994.pdf,PDF,NA,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),,,,,,,24226,,,,,,,,,,,,,73.8,,,,,,,,,,,,
1348,L10008630999,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,5/26/1977,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9455128550/Maricopa%20W_Phase%20II%20HydroGeo%203of3%20%20June%201994.pdf,PDF,NA,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),,,,,,,12981,,,,,,,,,,,,,29.1,,,,,,,,,,,,
1349,L10008630999,Pond sample,wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,4/2/1987,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9455128550/Maricopa%20W_Phase%20II%20HydroGeo%203of3%20%20June%201994.pdf,PDF,NA,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),,,,,,,23093,,,,,,,,,,,,,45.3,,,,,,,,,,,,
1350,L10008630999,MW P-6 (700-1877.8),wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,3/28/2000,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/7816112697/3%2D28%2D00%5FSamples%5F5%2D2%2D00%2Epdf,PDF,DLR,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),880,,,,1900,20000,13000,,7.1,1100,<1.0,,,7000,130,580,110,170,3500,89,<5,<25,0.34,,<3,,,,122,,38,
1351,L10008630999,MW-CP2 (700-1901.7),wastewater sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,3/29/2000,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/7816112697/3%2D28%2D00%5FSamples%5F5%2D2%2D00%2Epdf,PDF,DLR,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),1000,,,,520,17000,10000,,7.5,1300,<1.0,,,5100,86,120,53,160,3400,87,<5,4.1,0.13,,<3,,,,31.72,,<10,
1352,L10008630999,DLW14051513-18 (AE16024-03),From second cleaning pond,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,5/14/2015,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/4510576546/5%2D15%2D14%5FA%2DInsp%5F6%2D16%2D14%2Epdf,PDF,MDL,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),1400,,,,1900,24000,14000,,,1700,<0.23,<0.23,,7400,130,470,170,76,5200,93,,,0.29,500,,,,,,,<1.8,
1353,L10008630999,DLW14151507-12 (AE16024-02),From the 8th of the 10 larger impoundments (last disposal pond),MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,5/14/2015,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/4510576546/5%2D15%2D14%5FA%2DInsp%5F6%2D16%2D14%2Epdf,PDF,MDL,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),1200,,,,1600,25000,13000,,,1500,<0.23,<0.23,,8000,,380,160,97,4500,85,,,0.55,210,,,,,,,,
1354,T10000006778,Pond #1 (1504197-01),,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SECTION 14 LEASE",Kern,4/17/2015,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/1074811637/05-13-15%20Response%20to%2013267Order.pdf,PDF,PQL,NAD 83,35.231787,-119.574693,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),2400,2400,<10,<10,1800,30000,19000,,7.75,2928,<6.0,<3.4,81,9800,<5.0,130,360,170,7400,44,<200,1.5,<1.0,<300,<500,5.1,,,,,<20,
1355,WDR100037556,DLW14051519-24 (AE16024-04),sample from 5th impoundment,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA EAST FACILITY",Kern,5/14/2015,https://geotracker.waterboards.ca.gov/view_document?docurl=/regulators/deliverable_documents/7551375448/June%5F16%5FVWMC%5FMaricopa%2DEast%5FDLW%2Epdf,PDF,MDL,NAD 83,35.068599,-119.363187,CENTROID OF FACILITY (APPROXIMATE),720,,,,2100,43000,27000,,,880,<0.23,<0.23,,16000,170,380,280,83,11000,60,,,3.3,68,,,,,,,26,
1356,WDR100037556,1-A (1802024-01),Skim tank sample,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA EAST FACILITY",Kern,5/9/2018,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/6677517116/VWMC_2Q-2018-Monitor-Rpt-Maricopa-East_08-14-18.pdf,PDF,RL,NAD 83,35.068599,-119.363187,CENTROID OF FACILITY (APPROXIMATE),1400,1400,<10,<10,,38000,25000,,6.71,1708,<6.0,<3.4,,15000,<20,400,260,81,9000,60,55,10,7.8,390,<1,21,-42.4,-4.03,100,110,<90,34
1357,WDR100037556,P-2 (1802028-01),Sample from pond P-2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA EAST FACILITY",Kern,5/9/2018,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/6677517116/VWMC_2Q-2018-Monitor-Rpt-Maricopa-East_08-14-18.pdf,PDF,RL,NAD 83,35.068599,-119.363187,CENTROID OF FACILITY (APPROXIMATE),1400,1400,<10,<10,,38000,25000,,7.7,1708,<6.0,<3.4,,15000,27,390,240,99,8900,74,47,11,1.8,280,<1,21,-37,-2,100,110,<90,10
1358,L10008630999,Maricopa West Pond Effluent P-2 (1804037-01),,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,9/17/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/5827542245/WDR100037556.PDF,PDF,MDL,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),1100,1100,<3.3,<3.3,,63000,44000,,7.79,1342,<1.98,<1.12,,26000,270,430,380,420,15000,320,63,16,0.14,89,530,46,-5.5,7.45,47.58,,<4.43,22
1359,L10008630999,Maricopa West Pond Influent W-1 (1804037-02),,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,9/17/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/5827542245/WDR100037556.PDF,PDF,MDL,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),1200,1200,<3.3,<3.3,,25000,15000,,7.14,1464,<1.98,<1.12,,8300,45,250,120,120,5300,94,37,6.7,0.32,160,150,18,-50.4,-3.54,146.4,,<2.2,17
1360,L10008630999,Maricopa West Pond Effluent P-2 (1804904-06),,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,11/5/2018,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/7005715429/WDR100037556.PDF,PDF,MDL,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),1300,1300,<3.3,<3.3,,50000,36000,,7.77,1586,<1.98,<1.12,,22000,200,430,300,260,12000,230,82,13,0.28,170,370,36,-20.6,3.24,73.2,,<22.2,28
